ID, Artist, Song, Genre, Tempo, Duration
1942,Rantanplan,Virus,electronic,108.653,41.66485
1943,David S. Ware feat. Joe Morris_ William Parker_ Warren Smith,Reflection,rock,75.788,763.58485
1944,Sick Of It All,Souvenir,alternative,97.848,211.61751
1945,Bottom Of The Hudson,Tokyo,indie,99.389,248.55465
1946,The Wonder Stuff,Dizzy,rock,204.939,188.52526
1947,Roi Draco Rosa,Junkie,pop,162.294,226.87302
1948,The Impressions,People Get Ready,pop,66.034,173.60934
1949,Martin Phillipps,Warm,alternative,111.043,102.08608
1950,Loudon Wainwright III,Dreaming,alternative,81.087,194.29832
1951,Afrika Bamaataa,Thank You,rock,103.589,454.53016
1952,Minus 8,Interlude,rock,89.916,61.64853
1953,The Magic Time Travelers,Fever,electronic,122.703,201.27302
1954,Monk & Neagle,You,classical,91.058,259.47383
1955,Daniel Bedingfield,Friday,pop,155.053,190.27546
1956,Ismael Due\xc3\x1as,Angel,electronic,119.285,488.202
1957,Dj Satomi,Waves,pop,140.067,220.02893
1958,Yves Deruyter,Infinity,pop,131.993,534.04689
1959,French Horn Reellion,Up All Night,alternative,127.489,216.60689
1960,Johan Palm,Satellite,indie,151.986,253.04771
1961,Swen Weer & Jewelz,Memory,folk,0.0,435.22567
1962,Gariel Batz,Blood, Tears & Gold,127.995,487.65342
1963,DJ Hell,Like This,pop,104.057,540.36853
1964,The Hot Toddies,Ocean,alternative,0.0,559.04608
1965,Bayface,Sunshine,hip-hop,131.77,310.15138
1966,Blue Sky Black Death Feat. Hell Razah,Elevation,electronic,80.565,92.94322
1967,The Fleshtones,God Damn It,hip-hop,171.349,111.22893
1968,Los Lonely Boys,Hollywood,alternative,95.279,365.60934
1969,Zion I,True,classical,81.749,58.33098
1970,Cold,Go Away,rock,189.164,281.28608
1971,Najee,Here We Go,pop,101.004,316.21179
1972,Patrice Rushen,Almost Home,folk,89.139,266.16118
1973,Brute,Incomplete,rock,205.891,126.11873
1974,Tyronix,Breakout,electronic,149.945,298.00444
1975,Primal Scream,Imperial,rock,148.585,217.99138
1976,Domino,Here I Am,pop,119.351,196.96281
1977,N Sync,Everything I Own,rock,166.145,235.25832
1978,Terminal Choice,Like This,pop,146.023,236.85179
1979,New Order,Blue Monday,alternative,127.994,269.89669
1980,Huey Piano Smith And The Clowns,Silent Night,alternative,85.697,183.562
1981,Nickelack,Rock Star,hip-hop,144.004,253.98812
1982,The Outrunners,Runaways,alternative,120.011,295.96689
1983,Rust,7,rock,137.999,265.56036
1984,Thermostatic,Far Away,indie,120.027,222.35383
1985,nor elle,The Truth,hip-hop,105.004,613.98159
1986,Hank Crawford,Wildflower,folk,84.301,236.40771
1987,Lady Of The Sunshine,Smoking Gun,blues,78.56,214.22975
1988,ItaloBrothers,Moonlight Shadow,classical,143.012,203.12771
1989,Cows,Sugar,electronic,135.455,167.3922
1990,Toxik,Heart Attack,pop,192.607,228.72771
1991,Metric,Sick Muse,electronic,127.984,350.24934
1992,Love Unlimited,I Did It For Love,pop,115.873,289.56689
1993,Imaad Wasif_ Two Part Beast,Spell,electronic,125.911,179.12118
1994,Fates Warning,Monument,pop,150.846,406.33424
1995,e-motions,Sense,electronic,89.621,263.31383
1996,Madison Avenue,Gone, Gone,94.483,190.45832
1997,Estroe,Borderline,electronic,130.0,395.07546
1998,Half Foot Outside,Surrounded,electronic,115.203,393.29914
1999,Nancy Sinatra,I Call It Love,pop,85.901,176.32608
2000,Lovin Spoonful,Daydream,folk,110.078,139.38893
2001,Tyrone Davis,Freak,hip-hop,113.976,262.50404
2002,Kotaro Oshio,First Love,pop,67.088,250.06975
2003,Mario Ochoa,No Regrets,alternative,85.327,411.37587
2004,Fall Out Boy,Saturday,rock,119.38,233.11628
2005,The Speed Freak,Purple Haze,rock,104.983,691.35628
2006,Justin Late,Changes,rock,128.006,468.58404
2007,Dannii Minogue And The Soul Seekerz,Perfection,pop,129.981,391.07873
2008,Micha Moor,Space,rock,127.043,420.51873
2009,Jewel,Satellite,indie,146.351,310.07302
2010,Dina Carroll,Falling,rock,120.162,213.55057
2011,Neil Sedaka,Oh Carol,rock,132.721,134.89587
2012,Charlie Parker,Hallelujah,hip-hop,149.694,234.84036
2013,Bonnie Tyler,Tears,electronic,107.598,229.95546
2014,Kidz Bop Kids,Makes Me Wonder,rock,113.995,209.89342
2015,Nonpoint,Mountains,rock,145.726,245.13261
2016,Joey Sommerville,I Want You Back,pop,106.415,200.61995
2017,CodeName: Rocky,Surrounded,electronic,106.813,192.60036
2018,Valeria,Flowers,pop,87.478,162.0371
2019,Lifetime,You,classical,180.684,142.8371
2020,Suncatcher,Good Morning,rock,137.863,470.09914
2021,Cocoa Tea,Good Life,hip-hop,164.011,245.44608
2022,Hurricane Chris featuring Boy V.,Last Call,pop,96.65,279.17016
2023,Theory Of A Deadman,All or Nothing,folk,151.901,210.54649
2024,Our Theory,Radio,alternative,90.045,268.01587
2025,Bonita,Superstar,hip-hop,117.931,245.57669
2026,Daniel Johnston,Go,rock,151.401,227.23873
2027,Only Freak,Keep On,alternative,123.495,420.28363
2028,Lagwagon,Fallen,pop,99.304,176.19546
2029,Spiritualized,Sway,pop,88.268,413.90975
2030,Mauro Picotto,Come Together,electronic,88.011,215.32689
2031,The Purple Hearts,Another Day,electronic,157.628,148.87138
2032,Pez,Let It Go,electronic,93.815,233.06404
2033,Umra et Imago,White Wedding,electronic,150.017,245.13261
2034,Railroad Earth,The Good Life,rock,84.008,317.962
2035,Megalast,Sun,alternative,76.0,296.56771
2036,Drop Kickz,Fire,hip-hop,141.982,180.61016
2037,Beo Norman,My Love,classical,122.197,225.56689
2038,Narada Michael Walden,Carry On,pop,90.853,312.65914
2039,The Honor System,Clockwork,electronic,177.008,178.20689
2040,Priors,What You Need,rock,126.972,280.00608
2041,Helmet,Make Room,rock,87.131,206.8371
2042,Paul Colman Trio,Into Your Arms,rock,98.071,259.18649
2043,Cortex Thrill,Feel It,electronic,159.658,203.78077
2044,Tom Trago,Use Me,pop,127.924,323.7873
2045,Calm Chaos,One Wish,rock,95.155,237.13914
2046,Negrita,Tonight, Tonight,118.974,207.38567
2047,TIMO TOLKKI,Dear God,pop,67.355,309.05424
2048,Morrissey,Everyday Is Like Sunday,rock,116.881,213.60281
2049,Twenty 4 Seven & Captain Hollywood,In Your Eyes,folk,99.987,265.09016
2050,Evelyn Champagne King,Shame,alternative,133.992,213.81179
2051,MxPx,I Will Follow,electronic,177.931,183.84934
2052,Daniela Dess\xc3\xac,Relax,pop,160.042,222.45832
2053,Saian Supa Crew,Voodoo Chile,rock,89.404,66.19383
2054,Holly Cole,I Want You,jazz,130.025,176.74404
2055,The 4 of us,Jolene,rock,134.005,273.13587
2056,Living Sacrifice,Perfect,alternative,161.955,173.42649
2057,Jehst,Falling Down,rock,87.966,265.29914
2058,Switchlade Symphony,Cocoon,pop,81.966,129.01832
2059,Maroon 5,If I Never See Your Face Again,rock,107.352,251.79383
2060,The Cardigans,Lovefool,rock,222.972,194.82077
2061,Sting,All This Time,classical,128.806,319.26812
2062,Panpipes,How Deep Is Your Love,electronic,104.99,230.3473
2063,Orson,Happiness,rock,96.919,240.09098
2064,The Duhks,You and I,rock,110.533,229.09342
2065,As I Lay Dying,Surrounded,electronic,151.906,50.52036
2066,Yukihiro Takahashi,In This Life,electronic,167.608,303.98649
2067,The Sheer,Tell Me,hip-hop,105.533,230.81751
2068,DJ Dextro,Under My Skin,pop,126.983,491.31057
2069,Lackluster,Down,alternative,126.14,209.10975
2070,Big Star,Dream Lover,rock,58.583,213.57669
2071,Dinah Washington,Never Let Me Go,electronic,86.035,162.76853
2072,Kelly Clarkson,My Life Would Suck Without You,rock,144.992,211.56526
2073,Glad,Rock of Ages,rock,73.11,182.49098
