ID, Artist, Song, Genre, Tempo, Duration
1940,nor elle,The Truth,hip-hop,100.013,219.53261
1941,Franz Ferdinand,No You Girls,rock,119.943,428.45995
1942,Shadiya,Thank You,rock,165.726,252.60363
1943,Gary U.S. Bonds,Star,rock,141.114,137.63873
1944,Blowoff,Beautiful,hip-hop,165.937,271.80363
1945,Mull Historical Society,Clones,rock,85.346,273.84118
1946,SeepeopleS,My Friends,alternative,114.042,271.82975
1947,The Prodigy,What Evil Lurks,rock,0.0,265.76934
1948,Ryuichi Sakamoto,Sex, Love & Money / Ghetto Rock,137.157,68.25751
1949,Sugaaes,Round Round,pop,126.018,250.90567
1950,Lets Active,Too Bad, So Sad,125.755,172.59057
1951,Scheich,I Like,pop,90.01,344.81587
1952,R. Kelly,Ringtone,rock,97.919,221.17832
1953,Ute Lemper,The Rose,pop,122.521,216.16281
1954,Racetrack Baies,Satellite,indie,121.474,267.33669
1955,Kelly Clarkson,Cry,electronic,142.137,214.5171
1956,KNaan,Smile,jazz,163.44,249.12934
1957,The Postmarks,Let Go,electronic,131.953,247.77098
1958,Julia Fordham,Magic,rock,160.481,175.77751
1959,Kid606,Good Times,rock,165.984,276.79302
1960,The Party Boyz,Flex,hip-hop,150.109,276.08771
1961,Scars Of Life,Lemon,electronic,103.095,229.04118
1962,Beres Hammond Feat. Natural Black,Let The Good Times Roll,hip-hop,146.238,223.4771
1963,Levellers,A Life Less Ordinary,rock,123.075,188.36853
1964,Parker And Lily,Tokyo,indie,111.422,176.79628
1965,Vilma Palma e Vampiros,Bye Bye,pop,197.232,344.86812
1966,Airorn Audio,Trust Me,pop,102.072,29.33506
1967,Norah Jones,Sunrise,folk,156.204,200.6722
1968,R. Kelly featuring Keyshia Cole and Polow Da Don,Best Friend,hip-hop,144.054,281.15546
1969,And What Will Be Left Of Them?,Grace,rock,137.481,243.98322
1970,Nick Cave & The Bad Seeds,Loverman,alternative,137.589,382.01424
1971,The Leftovers,Girlfriend,pop,166.064,165.04118
1972,XYZ,Tell Me,hip-hop,163.996,270.57587
1973,Gary Burton ,Soon,electronic,170.182,382.53669
1974,Marzio Dance meets Luca Antolini Dj,We Are,folk,137.928,500.4273
1975,Their Hearts Were Full Of Spring,Interlude,rock,112.827,91.53261
1976,Hidden Agenda,Jetstream,alternative,0.0,499.56526
1977,Westlife,Flying Without Wings,pop,84.875,214.49098
1978,Ro Swift,Boy, Boy,122.67,180.24444
1979,Tarkan,Bounce,electronic,98.974,186.93179
1980,Spiritualized,Electricity,alternative,163.137,209.6322
1981,Cuesh\xc3\xa9,Sorry,electronic,84.147,282.27873
1982,Judee Sill,The Phoenix,rock,65.062,198.24281
1983,The London Community Gospel Choir,Stand Up,alternative,119.057,269.63546
1984,T-99,Sun,alternative,105.482,216.21506
1985,Jo-El Sonnier,Amazing Grace,folk,123.472,192.67873
1986,Reso,Spooky,alternative,139.991,275.12118
1987,Jackson 5,ABC,pop,127.689,217.57342
1988,Malefaction,Forever,hip-hop,231.145,53.36771
1989,Lisa Miskovsky,Leave Me Alone,rock,123.3,249.62567
1990,Lester Quitzau,Falling,rock,102.232,247.77098
1991,Sugaaes,Easy,folk,118.023,218.122
1992,John Van Tongeren,Salvation,alternative,150.111,45.37424
1993,Worm,Rage,electronic,79.995,110.88934
1994,Sparks,Big Boy,rock,131.925,208.8224
1995,Harvey Milk,War,rock,104.066,192.91383
1996,T.O.K.,Saturday,rock,97.997,225.72363
1997,Deerhoof,Satan,electronic,104.301,209.71057
1998,Masteroy,Get It On,blues,134.992,217.44281
1999,Billy Preston,In Love,alternative,166.841,311.43138
2000,Franz Ferdinand,Do You Want To,rock,124.01,214.9873
2001,Stereo MCs,Pictures,electronic,111.996,244.11383
2002,Kym Marsh,Live Forever,electronic,162.003,208.56118
2003,Peaches & Gonzales,Red Leather,electronic,116.424,173.00853
2004,Ratatat,Lex,alternative,105.94,55.90159
2005,Ferry Corsten,On My Mind,rock,130.004,287.60771
2006,Tina Moore,Never Gonna Let You Go,folk,102.879,253.23057
2007,Norah Jones,Come Away With Me,folk,80.985,197.22404
2008,Collective Soul,Breathe,folk,86.93,182.59546
2009,CJ Stone,Shining Star,rock,85.335,350.14485
2010,Pretty Boy Floyd,Shut Up,pop,132.025,236.042
2011,The New Cars,Drive,rock,160.941,244.79302
2012,Aerosmith,Crazy,alternative,162.343,319.73832
2013,The Mad Lads,Make Room,rock,85.269,167.47057
2014,Dale Hawkins,Pretty Little Thing,blues,85.794,168.59383
2015,Craig Morgan,Hush,jazz,135.507,176.97914
2016,The Silver Convention,Chains of Love,electronic,86.673,239.75138
2017,Billy Ocean,Upside Down,jazz,110.099,244.06159
2018,Michael Jackson,One More Chance,rock,88.872,234.94485
2019,Spirit X,Feel,rock,141.8,441.12934
2020,The Police,So Lonely,alternative,156.957,289.64526
2021,The Minors,Wake Up,alternative,81.421,180.74077
2022,Hall Of Fame,The Chase,rock,153.162,147.98322
2023,Akon,Lonely,pop,90.069,211.66975
2024,Karma To Burn,19,jazz,195.837,241.89342
2025,Since The Flood,Guardian Angel,electronic,174.281,194.92526
2026,The Go Set,Breakdown,pop,80.753,173.76608
2027,Katchafire,Love Letter,alternative,96.69,215.11791
2028,Colestone Jazz,Saturday Night,pop,86.667,696.94649
2029,Kingmaker,Wave,folk,119.394,236.69506
2030,Finch,Awake,electronic,118.741,288.57424
2031,Tueway Army ,Ice,pop,159.154,136.14975
2032,Adrian Belew,Gunman,electronic,153.721,233.40363
2033,Ayo,These Days,pop,82.723,288.31302
2034,Boys Noize,Trooper,electronic,187.514,343.17016
2035,Steve Angello,Monday, Monday,169.639,427.36281
2036,Thavius Beck,Transmission,electronic,104.999,137.1424
2037,Evil Superstars,Oh Girl,rock,99.707,164.88444
2038,DJ Dealer featuring Inaya Day,My All,pop,126.735,265.76934
2039,Willy DeVille,Louise,electronic,60.646,282.30485
2040,Ken Lazlo,Tonight, Tonight,121.682,453.58975
2041,Vice,Bounce,electronic,128.035,164.88444
2042,Revolver,San Pedro,rock,128.819,355.05587
2043,Maroon 5,This Love,classical,114.998,177.52771
2044,This Beautiful Repulic,Pain,jazz,150.933,250.04363
2045,Army of the Pharoahs,Listen Up,pop,92.099,242.25914
2046,Smokin Joe Kuek & Bnois King,Tell Me Why,pop,115.863,221.3873
2047,Mario Rosenstock,Mercedes Benz,pop,181.731,55.66649
2048,Shangri Las,So Much Love,rock,132.149,134.68689
2049,John Barron,Separate Lives,jazz,137.889,331.02322
2050,The Manhattan Love Suicides,Veronica,folk,120.241,216.29342
2051,50 Cent ,Outta Control,hip-hop,91.981,247.77098
2052,Joseph Beckford,Everyday,jazz,140.011,217.41669
2053,Jordan Knight,You Got It (The Right Stuff),pop,111.471,236.45995
2054,Classified,Up All Night,alternative,109.039,252.36853
2055,Mark Stewart,Hypnotised,alternative,101.174,351.42485
2056,Beep Beep,I Miss You,alternative,109.949,150.93506
2057,House of Large Sizes,Fine Time,alternative,155.874,137.35138
2058,Bill Murk,Amazing Grace,folk,126.664,219.14077
2059,Tommy Ridgley,Good Times,rock,99.43,141.5571
2060,Stephan Eicher,Silence,electronic,157.709,67.94404
2061,Jimmy Jones,Dynamite,rock,123.707,127.39873
2062,Chef & J7,Work It Out,rock,90.46,195.29098
2063,Agent X Feat. Oggie,You,classical,139.102,277.83791
2064,David Fathead Newman,Smile,jazz,103.387,393.45587
2065,Shely Lynne,Pretend,pop,100.848,167.07873
2066,Lady GaGa,Poker Face,electronic,86.499,243.33016
2067,Rick Cua,Crossfire,electronic,135.594,201.76934
2068,Celtus,Believe,folk,155.632,233.482
2069,Third Day,Joy To The World,pop,86.006,216.00608
2070,Anthony Watson,Missing You,rock,120.211,248.29342
2071,Northern State,Last Night,hip-hop,129.352,208.09098
2072,Cyndi Lauper,I Drove All Night,blues,131.059,251.50649
2073,Steve Cropper & Felix Cavaliere,Without You,rock,163.175,226.2722
2074,Margo Smith,When You Loved Me,pop,71.472,190.40608
2075,Chantal Kreviazuk,Little Things,pop,132.877,275.40853
2076,Spark Is A Diamond,Interlude,rock,125.097,54.64771
2077,Bikini Kill,Sugar,electronic,133.81,141.73995
