SongNumber,AlbumName,ArtistName,Danceability,Duration,KeySignature,Tempo,TimeSignature,Title,Year
217,"b'I Watched the Devil Die'","b'Chris Cotton'",0.0,202.60526,9,109.582,4,"b'Blues for Big Bill'",0
218,"b'Time'","b'Murk; Southside'",0.0,577.30567,1,86.699,3,"b"Time (Southside's 4am Remix)"",0
219,"b'Hammer of the Gods'","b'Bottomless Pit'",0.0,261.92934,6,163.787,4,"b"Dead Man's Blues"",2006
220,"b'Live at Rock Hard Festival_ 2008'","b'Enslaved'",0.0,383.61556,8,135.532,4,"b'Bounded by Allegiance'",0
221,"b'Chansons pour qui?'","b'SANSHIRO'",0.0,269.322,11,140.143,1,"b'Le syst\xc3\xa8me solaire'",0
222,"b'The World Is Ours'","b'Amyth'",0.0,230.73914,5,94.135,4,"b'Come Home With Me (Album Version)'",0
223,"b'From the Muddy Banks of Melitzer'","b'Shoes and Socks Off'",0.0,149.10649,6,104.288,3,"b"I'm a World Class Assassin"",2009
224,"b'Ich will Dir den Himmel schenken'","b'Costa Cordalis'",0.0,257.98485,4,159.992,4,"b'Du_ Ich Liebe Dich'",0
225,"b'Azure'","b'King Curtis'",0.0,150.02077,7,35.345,4,"b'Unchained Melody'",0
226,"b'The Wasted EP'","b'Monastir'",0.0,239.80363,9,144.984,4,"b"Life Is Long_ When You're Lonely"",0
227,"b'Rue du canal'","b'Serge Desaunay'",0.0,127.76444,0,131.842,1,"b'La polka des grenouilles'",0
228,"b'Guitar Slinger'","b'The Brian Setzer Orchestra'",0.0,203.83302,10,131.199,4,"b'The Man With The Magic Touch'",1996
229,"b'Machine Funk Specialists'","b'Radioactive Man'",0.0,196.75383,11,130.291,4,"b'Fowlers End'",0
230,"b'T.I.M.E.'","b'Leaders Of The New School'",0.0,84.74077,11,101.87,4,"b'Zearocks (LP Version)'",1993
231,"b"That's The Way It Is"","b'Harry Nilsson'",0.0,198.81751,10,132.233,4,"b'I Need You'",0
232,"b'Make the World Go Round'","b'Sandy B'",0.0,413.46567,1,125.988,4,"b'Make the World Go Round (Curtis & Moore Dub)'",1997
233,"b'Mirror'","b'Blind Ego'",0.0,196.67546,11,90.051,4,"b'Open Sore'",2007
234,"b'Incorrect Thoughts'","b'The Subhumans'",0.0,96.7571,9,212.591,1,"b'Out of Line'",0
235,"b'Watchful Eye'","b'Dan Stone pres. Aruba Flow'",0.0,554.73587,6,137.937,4,"b'Watchful Eye'",0
236,"b'Take This Ride'","b'Moving Targets'",0.0,154.38322,9,169.091,4,"b'Take This Ride'",0
237,"b'Geheimen'","b'Ruth Jacott'",0.0,218.72281,7,103.029,4,"b'Geheimen'",0
238,"b'Collie Buddz'","b'Collie Buddz featuring Roache'",0.0,207.51628,8,90.053,3,"b'Sensimillia'",2007
239,"b'Lennie Tristano / The New Tristano'","b'Lennie Tristano'",0.0,271.25506,0,200.876,4,"b'Becoming (LP Version)'",1994
240,"b'The Underground'","b'Back II Black'",0.0,433.08363,11,122.557,4,"b"Bop Til' You Drop"",0
241,"b'Soul Satisfaction'","b'Adriana Evans'",0.0,246.15138,6,95.976,4,"b'Remember The Love'",2006
242,"b'Misery Loves Co'","b'Misery Loves Co'",0.0,300.93016,9,154.285,4,"b'Private Hell'",1994
243,"b'Strength In Numbers'","b'24-7 Spyz'",0.0,343.58812,9,212.411,3,"b'Purple'",1992
244,"b'Live 86 Vol 2 = Half Pint & Yellow Man'","b'Yellowman'",0.0,423.54893,10,107.245,4,"b'Calypso'",0
245,"b'Ear to the Ground'","b'Malvina Reynolds'",0.0,198.37342,9,84.235,5,"b'The Little Mouse'",2000
246,"b'Simitu'","b'Cold Bleak Heat'",0.0,905.92608,0,75.815,5,"b'A White Bandaged Head in the Shadow of Death'",2007
247,"b'Teen Sensation'","b'Fast Eddie'",0.0,97.30567,7,181.743,4,"b'Put On Your Rubbers'",0
248,"b'Roses In The Snow'","b'Emmylou Harris'",0.0,140.09424,11,134.939,4,"b"I'll Go Stepping Too (LP Version)"",1980
249,"b'Menos P\xc3\xa3o_ Luz e \xc3\x81gua'","b'Bob Da Rage Sense'",0.0,218.01751,1,88.235,4,"b'Outro-- Automatologia'",0
250,"b'The Best Of The Valentines'","b'The Valentines'",0.0,179.722,7,88.772,3,"b'Twenty Minutes Before The Hour'",0
251,"b'No Es De Madera'","b'Joan Sebastian'",0.0,201.29914,6,91.095,3,"b'Sigo Vivo'",0
252,"b"Technique [Collector's Edition]"","b'New Order'",0.0,285.28281,0,83.534,5,"b'Fine Time'",1989
253,"b'Tic Tac'","b'Francisco Bochat\xc3\xb3n'",0.0,141.97506,2,94.533,4,"b'No volver\xc3\xa1s'",2007
254,"b"Don't Cry Baby"","b'Soesja Citroen'",0.0,262.42567,9,87.257,3,"b'Charming Guy'",0
255,"b'Alice & June Tour'","b'Indochine'",0.0,293.43302,2,137.964,4,"b'Alice & June'",2005
256,"b'How Can I Sleep With Your Voice In My Head'","b'A-Ha'",0.0,218.04363,5,88.687,7,"b'Stay On These Roads - Live'",2003
257,"b'Riverboat Soul'","b'Pokey LaFarge and the South City Three'",0.0,213.4722,2,137.845,4,"b'In the Graveyard Now'",2010
258,"b'Sacro Sud'","b'Enzo Avitabile'",0.0,217.46893,5,24.576,1,"b'Miserere Di Sessa'",0
259,"b'Garage Mahal'","b'Taxiride'",0.0,226.84689,9,91.963,4,"b'Forest For The Trees'",2002
260,"b'Zero for Conduct'","b'Jetplane Landing'",0.0,159.86893,11,145.442,1,"b'The boy you love to hate'",2001
261,"b'Playing With Matches'","b'Pugslee Atomz'",0.0,220.99546,7,84.153,4,"b'Monkey Pox'",0
262,"b'Best of Toni Basil: Mickey & Other Love Songs'","b'Toni Basil'",0.0,199.83628,4,84.233,1,"b'Over My Head'",1983
263,"b'Los Mas Arrechos De La Costa Vol.1'","b'Los Cumbieros Del Sur'",0.0,186.85342,4,159.533,4,"b'El Gatito'",0
264,"b'Guddaville'","b'Gudda Gudda'",0.0,176.69179,11,147.868,4,"b'The Dungeon'",0
265,"b'The World According To Gessle (Extended Version)'","b'Per Gessle'",0.0,237.34812,4,150.08,4,"b'I Want You To Know (2008 Digital Remaster)'",0
266,"b'Art Prime 2012'","b'Eftos'",0.0,206.75873,6,151.161,4,"b'Lanium'",2006
267,"b'Heart On (with bonus tracks)'","b'Eagles Of Death Metal'",0.0,225.48853,1,144.398,4,"b'As Nice As I Can Be'",2009
268,"b"Festival international nuits d'Afrique-19e \xc3\xa9dition 2005"","b'Papa Wemba'",0.0,406.62159,5,136.442,4,"b'Abu-Pia'",0
269,"b'Trot Out The Encores'","b'Throneberry'",0.0,283.01016,0,103.765,4,"b'This Sip Of Beauty'",0
270,"b"Rock'n Roll Makes Me Sexy"","b'Glamour To Kill'",0.0,236.25098,8,86.67,5,"b'Queer'",0
271,"b'Palatkaa Pariisiin!'","b'Scandinavian Music Group'",0.0,205.89669,7,101.031,3,"b'Se sit\xc3\xa4 ja se t\xc3\xa4t\xc3\xa4'",2009
272,"b'Oz Factor'","b'Unwritten Law'",0.0,216.81587,2,201.269,4,"b'Superman'",1996
273,"b"Handel Edition Volume 3 - L'Allegro_ Il Penseroso ed il Moderato_ Tamerlano_ Alcina_ Il Pastor Fido_ Terpsichore"","b'John Eliot Gardiner'",0.0,501.60281,1,100.792,4,"b'L\'Allegro_ il Penseroso ed il Moderato : Part 1 "First_ and chief_ on golden wing'",0
274,"b'2003 Shi'","b'Summer Lei'",0.0,188.00281,0,107.294,4,"b'Ma Ma Yu Wo'",0
275,"b'We Will Become Like Birds'","b'Erin McKeown'",0.0,242.59873,9,90.677,3,"b'You Were Right About Everything'",2005
276,"b'Champion In The Arena 1976-1977'","b'Jackie Mittoo'",0.0,221.43955,0,125.137,4,"b'Atom Sounds'",2003
277,"b'You Are The Universe'","b'Brand New Heavies_ The'",0.0,293.53751,8,189.952,4,"b'Dream On Dreamer'",1994
278,"b'Canti di Natale'","b'Bimbo Band'",0.0,85.08036,2,85.01,1,"b'Oh ! Tannenbaum'",0
279,"b'Jug Band Songs Of The Southern Mountains (Digitally Remastered)'","b'The Even Dozen Jug Band'",0.0,175.96036,7,132.582,4,"b'The Original Colossal Drag Rag'",0
280,"b'Pop Turkish 2'","b'Sezen Aksu'",0.0,252.62975,5,125.059,4,"b'Kusura Bakma'",1976
281,"b'Prime Cuts'","b'Shadow Gallery'",0.0,272.43057,9,67.473,4,"b'Deeper Than Life'",1995
282,"b'The Ballad Of Mott: A Retrospective'","b'Mott The Hoople'",0.0,189.88363,1,125.204,4,"b'Roll Away The Stone'",1974
283,"b'Donizetti:  Lucia di Lammermoor'","b'Sir Charles Mackerras;The Hanover Band;Andrea Rost;London Voices'",0.0,176.87465,7,80.354,1,"b'Scena V_ "Oh giusto cielo!" No. 14 - Scena ed Aria (Coro_ Andrea Rost)'",0
284,"b'From In The Shadows'","b'Shelby Starner'",0.0,236.01587,7,65.611,1,"b'You (Album Version)'",0
285,"b'Hello Sir Records Split'","b'Maserati/Cinemechanica/We Versus Shark'",0.0,202.97098,7,165.923,4,"b'The Professor Burns Vegas'",0
286,"b'Ikra / Caviar'","b'Mumiy Troll'",0.0,240.32608,4,111.811,4,"b"Tak Nado / That's how it should be"",0
287,"b'A Scuttled Bender In A Watery Closet'","b'Pele'",0.0,409.96526,2,89.581,4,"b'Gas the Nutsy'",0
288,"b'Dirty rhymes and psychotronic beats'","b'PUNGENT STENCH'",0.0,267.4673,10,191.968,4,"b'Horny little piggy bank'",1993
289,"b'Cool City Heat - Vol. II'","b'Big Joe Maher'",0.0,230.68689,2,116.377,4,"b'Oye Como Va (Latin Magic)'",0
290,"b'Anthology (Salsoul) Vol.2'","b'The Salsoul Orchestra'",0.0,259.02975,10,217.438,3,"b'Getaway'",1977
291,"b'Arena Riddim'","b'Busy Signal'",0.0,155.74159,6,87.038,3,"b'We nuh play with people'",0
292,"b'Tanz deine Revolution'","b'Rainer Von Vielen'",0.0,222.22322,7,85.324,5,"b'Plan X'",2008
293,"b'Superman Returns Music From The Motion Picture [Digital Version]'","b'John Ottman'",0.0,205.92281,2,61.587,4,"b'The People You Care For'",2006
294,"b'Absolute Trance Volume 02'","b'Redstar'",0.0,582.45179,7,93.348,3,"b'Everything That Matters'",0
295,"b'Historiq volume 1'","b'Bouch\xc3\xa9es Doubles'",0.0,261.74649,6,94.195,4,"b'Sol pleureur'",2003
296,"b'The Tragic Treasury'","b'The Gothic Archies'",0.0,184.94649,7,91.951,4,"b'This Abyss'",0
297,"b'Doo-Wop Classics Vol. 9 [Beltone Records]'","b'Opals'",0.0,152.58077,0,131.641,4,"b'Hop_ Skip & Jump'",0
298,"b'Live'","b'Free'",0.0,273.52771,9,129.042,4,"b'Woman'",0
299,"b'100m001'","b'Emit'",0.0,197.56363,9,136.871,4,"b'Gum'",0
300,"b'Vices'","b'Dead Poetic'",0.0,252.9171,6,124.198,4,"b'Sinless City'",2006
301,"b'Anxiety'","b'Smile Empty Soul'",0.0,195.49995,8,103.826,4,"b"California's Lonely (Acoustic Version)"",2010
302,"b'Strong Currents'","b'Hector Zazou'",0.0,315.66322,2,104.974,4,"b'Under My Wing (with Nina Hynes)'",2003
303,"b'Collective Soul'","b'Collective Soul'",0.0,240.92689,4,93.92,4,"b'Untitled (LP Version)'",1995
304,"b'Eight Hours Away From Being A Man'","b'Roadside Monument'",0.0,255.73832,2,130.347,3,"b'Iowa Backroads'",0
305,"b'City Reading'","b'Air'",0.0,120.47628,4,88.554,5,"b'Fanny Scivola Con Le Labbra'",0
306,"b'Arembelo'","b'Senge'",0.0,185.52118,6,153.557,4,"b'Arembelo'",0
307,"b'Strands Of Gold'","b'Nancy Kerr & James Fagan'",0.0,184.92036,9,113.421,3,"b'Locks and Bolts'",2005
308,"b'Soundscapes and Atmospheres_ Vol. 1'","b'Nicola Giunta'",0.0,153.86077,2,53.068,4,"b'Denkzeit'",0
309,"b'True To Myself'","b'Eric Ben\xc3\xa9t'",0.0,262.89587,1,140.929,4,"b'All in the Game (Album Version)'",1996
310,"b'Crossroads- Cruce De Caminos'","b'Intocable'",0.0,252.18567,2,95.018,4,"b'Por Ella (Poco A Poco) (Version Pop)'",0
311,"b"Lil' Band O Gold"","b"Lil' Band O' Gold"",0.0,150.49098,4,146.817,4,"b'Shirley'",2000
312,"b'Love_ Peace & Harmony The Best Of Bow Wow Wow'","b'Bow Wow Wow'",0.0,172.79955,1,126.501,1,"b'Love_ Peace and Harmony'",0
313,"b'The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture'","b'John Frizzell'",0.0,75.93751,1,147.692,1,"b'Anatomy of a Contest'",0
314,"b'The Cajun Album'","b'Jimmy C Newman'",0.0,143.04608,10,101.035,4,"b'Diggy Diggy Lo'",0
315,"b'Paris'","b'Tommy Smith'",0.0,471.40526,10,110.946,5,"b'Birth'",0
316,"b'2nd Right_ 3rd Row'","b'Eric Von Schmidt'",0.0,239.62077,3,61.543,3,"b'Fat_Fat_The Water Rat'",0
317,"b'Tassoumakan'","b'Issa Bagayogo'",0.0,302.28853,5,80.026,3,"b"N'Deri"",2004
318,"b'Carrie'","b'Pino Donaggio'",0.0,190.87628,0,117.879,1,"b'School In Flames'",1976
319,"b'Wildtrax Vol2'","b'Wildchild'",0.0,355.73506,2,124.868,4,"b'Jump To My Beat'",0
320,"b'Bad Trip'","b'Vitamin X'",0.0,99.7873,9,181.798,4,"b'Beat My Head'",2004
321,"b'Alex Loves...'","b"Alexander O'Neal"",0.0,268.2771,0,160.033,4,"b'Secret Lovers (Featuring Mica Paris)'",2008
322,"b'Homo Erectus'","b'Gorki'",0.0,183.06567,4,120.322,4,"b'Winterkracht'",2006
323,"b'Dance Vault Mixes - Little Bird (1st Set of Mixes)'","b'Annie Lennox'",0.0,385.01832,4,125.03,4,"b'Little Bird'",1992
324,"b'Bucket'","b'Mando Saenz'",0.0,191.21587,10,125.99,4,"b"I Don't Like It"",0
325,"b'Live 6/17/04 Myrtle Beach'","b'Guster'",0.0,288.13016,4,147.36,4,"b'Either Way (Live 6/17/04 Myrtle Beach)'",0
326,"b'A Priori / Signals'","b'The Last Atlant'",0.0,431.28118,1,124.993,4,"b'A Priori'",0
327,"b'Over You'","b'Ben Connelly'",0.0,182.25587,9,77.65,4,"b'Why?'",0
328,"b'Testimony: Vol. 1 Life & Relationship'","b'India.Arie / Bonnie Raitt'",0.0,225.54077,11,88.985,4,"b'I Choose'",2006
329,"b'Whitney'","b'Whitney Houston'",0.0,308.4273,10,130.94,4,"b"Didn't We Almost Have It All"",1987
330,"b'Il mondo nuovo (CD album)'","b'Gli Inquilini'",0.0,278.83057,0,75.19,1,"b'Campioni!'",0
331,"b'A Lot to Fear" & "Plant a Tree or Die'","b'Tree'",0.0,157.12608,4,146.851,4,"b'Proletariat'",0
332,"b'The Old & The New'","b'The Kingsmen'",0.0,168.56771,6,127.412,4,"b'What A Beautiful Day'",0
333,"b'Sin & Soul... And Then Some'","b'Oscar Brown Jr.'",0.0,172.45995,7,83.357,4,"b'Dat Dere'",1960
334,"b'El Mejor De Todos'","b"Los Player's"",0.0,163.7873,7,100.475,3,"b'Al Paraiso'",0
335,"b'Down Low'","b'Betzefer'",0.0,136.88118,5,120.422,4,"b'Brix (Album Version)'",2005
336,"b'Amen'","b'Lucio Dalla'",0.0,381.80526,0,140.296,4,"b"Come E' Profondo Il Mare"",1992
337,"b'The Ultimate Collection'","b'Cher'",0.0,175.67302,8,173.764,4,"b'Living In A House Divided'",1972
338,"b"Billy's Vision"","b'McEnroe'",0.0,271.38567,3,143.437,4,"b'(Untitled)'",2002
339,"b'Gommin ja Pommin mets\xc3\xa4karnevaali'","b'M.A. Numminen'",0.0,118.30812,7,110.589,4,"b'Suti-suti'",2002
340,"b'Sin Palabras'","b'Lucecita Benitez'",0.0,289.41016,4,120.694,4,"b'Delirio'",0
341,"b'Bring It On Rarities & Remixes'","b'Goose'",0.0,395.85914,1,122.956,4,"b'Bring It On'",2006
342,"b'Faster Than the Speed of Drunk'","b'Secretions'",0.0,99.39546,1,166.777,1,"b'Ramen and a 40'",0
343,"b'Our Best Trips: 1998-2008'","b'Spirits Burning'",0.0,343.40526,7,147.093,4,"b'Burning Bush'",0
344,"b'Songs For The Poor Man'","b'Remmy Ongala'",0.0,348.52526,0,94.72,7,"b'Karola'",2007
345,"b'New Horizons'","b'Aled Jones'",0.0,213.2371,2,60.092,4,"b'Places (Out of Africa Theme)'",0
346,"b'Beating A Dead Horse To Death Again'","b'Dog Fashion Disco'",0.0,193.20118,7,98.986,4,"b'Desert Grave (Live)'",2008
347,"b"Crooked Fingers Live at Maxwell's 10/19/2004"","b'Crooked Fingers'",0.0,238.23628,9,110.096,4,"b'Crowned In Chrome'",2000
348,"b'Das Beste zum Jubil\xc3\xa4um'","b'Heino'",0.0,251.71546,2,102.699,4,"b'Eine Tr\xc3\xa4ne von ihr'",1999
349,"b'One Word Extinguisher'","b'Prefuse 73'",0.0,198.03383,0,93.988,4,"b'Perverted Undertone'",2003
350,"b'Balanced On A Pin'","b'Greg MacPherson'",0.0,276.55791,11,102.679,4,"b"Summer's Over"",1999
351,"b'Before the Frost... Until the Freeze'","b'The Black Crowes'",0.0,263.52281,4,178.299,4,"b'Roll Old Jeremiah'",2009
352,"b'The birth of tragedy'","b'Ritual carnage'",0.0,207.49016,11,175.374,4,"b'Dawn to decadence'",2002
353,"b'Original Album Classics'","b'Bir\xc3\xa9li Lagr\xc3\xa8ne'",0.0,271.77751,5,86.905,1,"b'Nuits de Saint Germain des Pr\xc3\xa9s'",0
354,"b'Sus Grandes \xc3\x89xitos'","b'Leo Dan'",0.0,148.53179,0,171.91,4,"b'Con un poquitito de suerte'",0
355,"b"... And Music'S There ..."","b'Shunza'",0.0,315.61098,0,63.993,4,"b'Yueh Kuang'",0
356,"b'Street Scriptures'","b'Mil featuring Petey Pablo'",0.0,227.49995,9,159.837,4,"b'Problems'",0
357,"b'Gershwin With Karin Krog'","b'Karin Krog'",0.0,294.71302,10,53.168,4,"b'How Long Has This Been Going On?'",0
358,"b'Sharp Knives & Loaded Guns'","b'Ralph Myerz And The Jack Herren Band'",0.0,137.82159,6,95.213,4,"b'Burn! (Foreign Lands)'",2006
359,"b'Back Into Your System'","b'Saliva'",0.0,261.43302,1,85.967,4,"b'Storm'",2002
360,"b'THE EYES OF'","b'Alice Cooper'",0.0,204.90404,8,146.485,4,"b'What Do You Want From Me?'",2003
361,"b'Are Oui Phony??'","b'DAT Politics'",0.0,222.35383,9,96.783,4,"b'Rainbow Connection'",2006
362,"b'Recordings Of Music For Film'","b'Vincent Gallo'",0.0,269.76608,9,84.492,5,"b'A Cold And Grey Summer Day'",2002
363,"b'Vagabond'","b'Spencer Day'",0.0,186.43546,10,69.771,4,"b'Maybe (Tuesday Morning)'",2009
364,"b'Tapestry'","b'Carole King'",0.0,283.81995,1,90.894,1,"b'Way Over Yonder'",1971
365,"b'Remember Their Innocence'","b'Onaje Allan Gumbs'",0.0,353.09669,3,114.37,4,"b'Your Love'",0
366,"b'The Decade of Darkness 1990/2000'","b'Afrika Bambaataa and Family'",0.0,260.28363,6,123.038,4,"b'Power Boy Power'",0
367,"b'Mean Everything To Nothing'","b'Manchester Orchestra'",0.0,311.43138,10,148.158,4,"b'Shake It Out'",2009
368,"b'Most Wanted'","b'Hunterz'",0.0,336.32608,10,103.985,4,"b'Releh'",0
369,"b'A To B Life'","b'mewithoutYou'",0.0,284.73424,6,110.94,1,"b'Everything Was Beautiful And Nothing Hurt (Me Without You Album Version)'",0
370,"b"Don't Get Mad Get Even"","b'Age Of Chance'",0.0,269.81832,8,126.091,4,"b"Gettin' Mad (Instrumental)"",2009
371,"b'Staring Down The Barrel'","b'The Blockheads'",0.0,301.34812,7,82.691,3,"b'Life In Your Hands'",2009
372,"b'True Force'","b'Powerman 5000'",0.0,227.97016,9,161.674,4,"b'Organizized'",1994
373,"b'Burger Habit'","b'Sensation'",0.0,28.23791,7,155.286,4,"b'Richard and Judy'",0
374,"b'Mazi Sou'","b'Peggy Zina'",0.0,214.93506,2,140.04,4,"b'Tis Monaxias Ta Monopatia'",0
375,"b'Grandes \xc3\x89xitos De Adalberto Alvarez (Greatest Hits From The 90s)'","b'Adalberto Alvarez'",0.0,335.62077,0,173.176,4,"b'Fin De Semana Es La Cita'",0
376,"b'The Good Times'","b'Afroman'",0.0,432.95302,10,138.557,4,"b'Tall Cans'",2000
377,"b'Hanna McEuen'","b'Hanna-McEuen'",0.0,178.1024,2,219.282,4,"b'Wild Eyes Of Love'",2005
378,"b'Push On'","b'Freddie McGregor'",0.0,241.57995,2,91.665,4,"b'Push On'",0
379,"b'Western Movie Themes'","b'Ned Nash Orchestra'",0.0,174.78485,4,118.683,4,"b"Hang 'm High"",0
380,"b'Mandingo - Watto Sitta'","b'Foday Musa Suso'",0.0,354.14159,11,115.97,4,"b'Kensala'",1987
381,"b'Music from the 3D Concert Experience'","b'Jonas Brothers'",0.0,219.84608,7,161.982,4,"b"Pushin' Me Away"",2008
382,"b"Heaven's Call"","b'Dio-Distraught Overlord'",0.0,375.01342,2,91.858,4,"b'Final Call'",0
383,"b'Heavy Weight Riddim - Produced By Gary G.'","b'Christopher'",0.0,228.62322,1,102.983,4,"b"Don't Be Cruel"",0
384,"b'You Spider'","b'The Jessica Fletchers'",0.0,241.68444,2,132.987,4,"b'City Lights'",2007
385,"b'Como Tu Y Yo'","b'Elsa Garcia'",0.0,219.37587,1,94.96,4,"b'El Rodeo'",1996
386,"b'Sunshine'","b'Queens Club'",0.0,205.53098,10,128.027,4,"b'Sunshine'",0
387,"b'Blueprints'","b'Source Of Tide'",0.0,259.73506,7,164.945,4,"b'Humanism'",0
388,"b"Now You're In Reality"","b'Tofu916'",0.0,137.50812,2,105.987,4,"b'Get Naughty (feat. Jae Synth)'",0
389,"b'Die l\xc3\xa4ngsten Theken Mixe der Welt'","b'Die Inselfeger'",0.0,276.58404,9,135.267,4,"b'Der 20-Zentimeter Mix'",0
390,"b'A Cabinet Of Curiosities'","b"Jane's Addiction"",0.0,273.00526,2,84.694,4,"b'Ocean Size [Demo]'",0
391,"b'Beautiful Chaos: Greatest Hits Live'","b'The Psychedelic Furs'",0.0,288.93995,7,160.011,4,"b'Into You Like A Train'",1981
392,"b'Long Island Shores'","b'Mindy Smith'",0.0,219.14077,10,141.898,4,"b'What If The World Stops Turning (Duet)'",2006
393,"b'P.I.F'","b'P.I.F'",0.0,266.9971,7,79.812,4,"b'Pesen'",0
394,"b'Pure Brazil II - For All - The Brazilian Northeast Music'","b'Quinteto Violado'",0.0,132.85832,1,155.062,4,"b'Cad\xc3\xaa O Meu Amor'",0
395,"b'SimAnimals'","b'Winifred Phillips'",0.0,80.61342,4,144.835,4,"b'Misty Bog'",2009
396,"b'Push The Fire'","b'Heavy-Current'",0.0,276.79302,1,130.009,4,"b'Temper'",0
397,"b'Volle Kraft voraus (Re-Release)'","b'Die Krupps'",0.0,240.84853,7,118.327,4,"b'Zwei Herzen ein Rhythmus (Remix)'",0
398,"b'The Transactional Dharma of Roj'","b'Roj'",0.0,41.63873,1,156.062,4,"b'Clear Channels'",0
399,"b'Stop the Music'","b'The Pipettes'",0.0,315.66322,11,116.029,4,"b'Stop the Music (Justus K\xc3\xb6hncke_ Kompakt Remix)'",2010
400,"b'Truck Driver'","b'Casual'",0.0,187.45424,0,136.248,5,"b'Turkey And Dressin'",0
401,"b'Effusion'","b'Etnosphere'",0.0,545.20118,2,140.001,4,"b'Effusion'",0
402,"b'Acid Motherly Love'","b'Acid Mothers Temple & The Melting Paraiso UFO'",0.0,661.78567,4,122.452,3,"b'Che Gia Si'",0
403,"b'Cora\xc3\xa7\xc3\xa3o Bobo'","b'Alceu Valen\xc3\xa7a'",0.0,188.65587,11,157.111,3,"b'Cintura Fina'",1998
404,"b'B.I.'","b'Expensive Soul'",0.0,223.65995,8,167.964,4,"b'Quando Dizes Ho'",0
405,"b'Lullaby Renditions of U2'","b'Rockabye Baby!'",0.0,312.78975,8,100.043,3,"b'Desire'",0
406,"b'Trench Town Rock CD4'","b'BOB MARLEY AND THE WAILERS'",0.0,153.44281,0,163.675,1,"b'Nice Time - Original'",0
407,"b'The Ultimate Helen Shapiro'","b'Helen Shapiro'",0.0,244.79302,10,91.932,3,"b'Blues In The Night (2003 Digital Remaster)'",0
408,"b'Jazz Poet'","b'Tommy Flanagan_ George Mraz_ Kenny Washington'",0.0,364.56444,0,151.047,4,"b'Willow Weep For Me'",1989
409,"b'Do You Believe In The Westworld'","b'Westbam'",0.0,315.95057,0,123.402,4,"b'Untitled'",2005
410,"b"Wikked Lil' Grrrls"","b'Esthero'",0.0,26.61832,4,76.646,4,"b'My Honeybrown (Album Version)'",2005
411,"b'The Lucky Ones'","b'Mudhoney'",0.0,159.65995,0,145.179,1,"b'New Meaning'",2008
412,"b'Hot Cha Cha Cha'","b'Kid Creole And The Coconuts'",0.0,223.05914,2,134.027,4,"b'Girl'",0
413,"b'Cumbia Operuana_ Vol. 2'","b'Dilbert Aguilar'",0.0,237.19138,4,141.005,4,"b'El Culi (Saucade el Billete)'",0
414,"b'King Kong Kotton'","b'Kottonmouth'",0.0,255.99955,2,69.575,3,"b'Let Go! Let Go! (Remix)'",0
415,"b'I Luv Cali'","b'Roscoe'",0.0,245.68118,11,87.993,4,"b"You Don't Know Me"",0
416,"b'Black Mamba Serums v2.0'","b'Bigg Jus'",0.0,263.78404,10,203.953,4,"b'I Triceratops'",0
417,"b'Dimension Tide'","b'Cas Metah'",0.0,245.34159,2,87.29,4,"b'Redesigned'",0
418,"b'Kurt Tucholsky - Panter Tiger und Co. - Lerne lachen ohne zu weinen'","b'J\xc3\xbcrgen von der Lippe'",0.0,199.99302,7,77.094,5,"b'Der Andere'",0
419,"b'Collection 2'","b'The Misfits'",0.0,73.09016,3,93.703,4,"b'We Bite'",1982
420,"b"Love_ Hate And Then There's You"","b'The Von Bondies'",0.0,84.92363,7,122.306,4,"b"She's Dead To Me"",2009
421,"b'Spotlight On The Coasters'","b'The Coasters'",0.0,171.31057,4,116.778,4,"b'Zing Went The Strings Of My Heart'",0
422,"b'Dame La Mano'","b'Ketama'",0.0,207.51628,11,130.479,4,"b'Cae La Noche'",0
423,"b'Young Team - Deluxe Edition'","b'Mogwai'",0.0,178.28526,2,79.523,1,"b'Young Face Gone Wrong'",2008
424,"b'When Cooler Heads Prevail'","b'Bill Anschell'",0.0,215.92771,1,137.333,4,"b"Woody's Turn (Anschell)"",0
425,"b'A Musical Massacre (Explicit)'","b"Beatnuts with Lil' Donny"",0.0,78.65424,10,117.298,4,"b"Spelling Beatnuts with Lil' Donny"",0
426,"b'Amplifier'","b'Amplifier'",0.0,375.87546,6,138.686,4,"b'Motorhead'",0
427,"b'The Sunny Side Of Life'","b'Wyclef Jean'",0.0,208.29995,2,87.965,4,"b'Guantanamera'",1997
428,"b'Call the Doctor'","b'Sleater-kinney'",0.0,190.45832,1,137.012,1,"b'Good Things'",1996
429,"b'Venha Quem Vier'","b'Jo\xc3\xa3o Portugal'",0.0,348.65587,7,124.991,4,"b'Quero Tocar-Te Outravez (Mix)'",0
430,"b'Ace Karaoke Pop Hits - Volume 16'","b'Ace Karaoke Productions'",0.0,253.88363,0,130.004,4,"b"Hush Hush (In the style of 'The Pussycat Dolls') [With Backing Vocals]"",0
431,"b'Let There Be Rockgrass'","b'Hayseed Dixie'",0.0,191.9473,0,173.355,4,"b'Touch Too Much'",2004
