id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
1068,b222749,a3202,Rich Girl,Gwen Stefani / Eve,2005,Rich Girl,Gwen Stefani-Eve,2005
1069,b17874,a3203,Hollaback Girl,Gwen Stefani,2004,Hollaback Girl,Gwen Stefani,2005
1073,b356470,a3204,Cool,Gwen Stefani,2004,Cool,Gwen Stefani,2005
1075,b208453,a3206,A Different Corner,George Michael,1986,A Different Corner,George Michael,1986
1078,b69863,a3210,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,1994,I Knew You Were Waiting (For Me),Aretha Franklin-George Michael,1987
1079,b787454,a3211,I Want Your Sex,George Michael,1987,I Want Your Sex,George Michael,1987
1080,b757681,a3224,Try Honesty,Billy Talent,2001,Try Honesty,Billy Talent,2003
1081,b272796,a3227,Tail,Powderfinger,1994,Tail,Powderfinger,1994
1082,b143522,a3243,The One,Shakira,2001,The One,Shakira,2003
1089,b718115,a3246,Don't Bother,Shakira,2005,Don't Bother,Shakira,2005
1090,b229522,a3253,No More Tears,Ozzy Osbourne,1991,No More Tears,Ozzy Osbourne,1991
1095,b120932,a3254,Perry Mason,Ozzy Osbourne,1995,Perry Mason,Ozzy Osbourne,1995
1096,b763620,a3257,Dreamer,Ozzy Osbourne,2001,Dreamer,Ozzy Osbourne,2001
1098,b55187,a3261,The Perfect Kiss,New Order,1985,The Perfect Kiss,New Order,1985
1100,b557345,a3275,My Life Would Suck Without You,Kelly Clarkson,2009,My Life Would Suck Without You,Kelly Clarkson,2009
1106,b315081,a3276,I Do Not Hook Up,Kelly Clarkson,2009,I Do Not Hook Up,Kelly Clarkson,2009
1110,b418747,a3282,Rough God Goes Riding,Van Morrison,1997,Rough God Goes Riding,Van Morrison,1997
1111,b424958,a3283,The Healing Game,Van Morrison,1997,The Healing Game,Van Morrison,1997
1112,b758594,a3284,Who Is It,Michael Jackson,1991,Who Is It,Michael Jackson,1992
1117,b330601,a3286,Will You Be There,Michael Jackson;The Cleveland Orchestra,1991,Will You Be There,Michael Jackson,1993
1118,b697731,a3287,Gone Too Soon,Michael Jackson,1991,Gone Too Soon,Michael Jackson,1993
1120,b59526,a3303,Innocent,Mike Oldfield,1989,Innocent,Mike Oldfield,1989
1122,b104864,a3307,November Spawned A Monster,Morrissey,1990,November Spawned a Monster,Morrissey,1990
1123,b693795,a3308,Piccadilly Palare,Morrissey,1990,Piccadilly Palare,Morrissey,1990
1124,b143258,a3310,Sing Your Life,Morrissey,1991,Sing Your Life,Morrissey,1991
1125,b739907,a3313,Delta Sun Bottleneck Stomp,Mercury Rev,1998,Delta Sun Bottleneck Stomp,Mercury Rev,1999
1126,b580487,a3314,Opus 40,Mercury Rev,1998,Opus 40,Mercury Rev,1999
1127,b708904,a3315,Nite and Fog,Mercury Rev,2001,Nite and Fog,Mercury Rev,2001
1128,b721323,a3316,The Dark Is Rising,Mercury Rev,2001,The Dark Is Rising,Mercury Rev,2001
1129,b578600,a3317,Little Rhymes,Mercury Rev,2001,Little Rhymes,Mercury Rev,2002
1131,b249302,a3326,Karmacoma,Massive Attack,1994,Karmacoma,Massive Attack,1995
1132,b597017,a3327,Risingson,Massive Attack,1997,Risingson,Massive Attack,1997
1139,b11758,a3349,Luxurious,Gwen Stefani,2004,Luxurious,Gwen Stefani,2005
1140,b545198,a3350,Wind It Up,Gwen Stefani,2006,Wind It Up,Gwen Stefani,2006
1143,b720467,a3353,Now That You Got It,Gwen Stefani,2006,Now That You Got It,Gwen Stefani,2007
1144,b358465,a3354,One More Try,George Michael,1987,One More Try,George Michael,1987
1145,b200890,a3355,Monkey,George Michael,1987,Monkey,George Michael,1988
1146,b620718,a3356,Waiting For That Day,George Michael,1990,Waiting for That Day,George Michael,1990
1147,b325193,a3359,Too Funky,George Michael,1992,Too Funky,George Michael,1992
1148,b255827,a3373,The Ex,Billy Talent,2002,The Ex,Billy Talent,2004
1153,b506083,a3386,Grave Concern,Powderfinger,1994,Grave Concern,Powderfinger,1994
1154,b321845,a3398,Def.Con.One,Pop Will Eat Itself,1989,Def.Con.One,Pop Will Eat Itself,1988
1155,b276798,a3399,Can U Dig It?,Pop Will Eat Itself,1989,Can U Dig It?,Pop Will Eat Itself,1989
1158,b348521,a3400,Wise Up Sucker,Pop Will Eat Itself,2009,Wise Up! Sucker,Pop Will Eat Itself,1989
1161,b362049,a3411,The Golden Path,The Chemical Brothers Featuring The Flaming Lips,2003,The Golden Path,The Chemical Brothers-The Flaming Lips,2003
1162,b250318,a3414,Beautiful Liar,Beyonce & Shakira,0,Beautiful Liar,Beyoncé-Shakira,2007
1165,b821454,a3415,She Wolf,Shakira,2009,She Wolf,Shakira,2009
1175,b79516,a3423,Bizarre Love Triangle '94,New Order,0,Bizarre Love Triangle,New Order,1986
1182,b758353,a3453,Hibernaculum,Mike Oldfield,1994,Hibernaculum,Mike Oldfield,1994
1183,b733682,a3456,We Hate It When Our Friends Become Successful (Live),Morrissey,1993,We Hate It When Our Friends Become Successful,Morrissey,1992
1184,b18680,a3458,Tomorrow,Morrissey,1992,Tomorrow,Morrissey,1992
1189,b321745,a3462,Bruise Pristine,Placebo,1996,Bruise Pristine,Placebo,1997
1190,b630766,a3464,Across Yer Ocean,Mercury Rev,2005,Across Yer Ocean,Mercury Rev,2005
1191,b683985,a3466,Butterfly's Wing,Mercury Rev,2008,Butterfly's Wing,Mercury Rev,2008
1198,b62915,a3496,Early Winter,Gwen Stefani,2006,Early Winter,Gwen Stefani,2008
1204,b89500,a3502,Fastlove,George Michael,1996,Fastlove,George Michael,1996
1206,b535759,a3504,Older,George Michael,1996,Older,George Michael,1996
1207,b123820,a3505,You Have Been Loved,George Michael,1996,You Have Been Loved,George Michael,1996
1208,b215109,a3511,Red Flag,Billy Talent,2005,Red Flag,Billy Talent,2006
1209,b253623,a3512,Fallen Leaves,Billy Talent,2006,Fallen Leaves,Billy Talent,2006
1213,b571340,a3514,Turn Your Back,Billy Talent,2009,Turn Your Back,Billy Talent-Anti‐Flag,2008
1214,b100507,a3515,Rusted From The Rain,Billy Talent,2009,Rusted From the Rain,Billy Talent,2009
1215,b782408,a3516,Devil On My Shoulder,Billy Talent,2009,Devil on My Shoulder,Billy Talent,2009
1221,b19730,a3525,The Day You Come,Powderfinger,1998,The Day You Come,Powderfinger,1998
1223,b465190,a3527,Already Gone,Powderfinger,1998,Already Gone,Powderfinger,1999
1225,b360105,a3528,Passenger,Powderfinger,1998,Passenger,Powderfinger,1999
1227,b324560,a3529,My Happiness,Powderfinger,2000,My Happiness,Powderfinger,2000
1256,b427723,a3551,Gypsy,Shakira,2009,Gypsy,Shakira,2010
1263,b563214,a3555,I Just Want You,Ozzy Osbourne,1995,I Just Want You,Ozzy Osbourne,—
1264,b519349,a3556,Fine Time,New Order,1989,Fine Time,New Order,1988
1266,b347817,a3558,Run 2,New Order,1989,Run 2,New Order,1989
1267,b54755,a3565,You Are Not Alone,Michael Jackson,1995,You Are Not Alone,Michael Jackson,1995
1272,b702589,a3566,Earth Song,Michael Jackson,1995,Earth Song,Michael Jackson,1995
1273,b792254,a3585,Certain People I Know,Morrissey,1992,Certain People I Know,Morrissey,1992
1274,b206718,a3595,A Thousand Miles,Vanessa Carlton,2002,A Thousand Miles,Vanessa Carlton,2002
1278,b53055,a3605,You Don't Care About Us,Placebo,1998,You Don’t Care About Us,Placebo,1998
1289,b268556,a3616,Free,Train,1996,Free,Train,1998
1290,b59487,a3620,Live With Me,Massive Attack,2006,Live With Me,Massive Attack,2006
1293,b551971,a3634,Star People '97,George Michael,1997,Star People '97,George Michael,1997
1294,b695550,a3636,Outside,George Michael,1998,Outside,George Michael,1998
1300,b688380,a3637,As,George Michael;George Michael Duet with Mary J. Blige,1999,As,George Michael-Mary J. Blige,1999
1305,b285738,a3651,The Metre,Powderfinger,2000,The Metre,Powderfinger,2001
1308,b525095,a3653,Sunsets,Powderfinger,2003,Sunsets,Powderfinger,2004
1309,b13779,a3655,Since You've Been Gone,Powderfinger,2003,Since You've Been Gone,Powderfinger,2004
1311,b187740,a3656,Lost And Running,Powderfinger,2007,Lost and Running,Powderfinger,2007
1312,b15831,a3657,Karmadrome,Pop Will Eat Itself,1992,Karmadrome,Pop Will Eat Itself,1992
1314,b320319,a3658,Bulletproof!,Pop Will Eat Itself,1992,Bulletproof!,Pop Will Eat Itself,1992
1315,b59429,a3659,Get The Girl! Kill The Baddies!,Pop Will Eat Itself,1992,Get the Girl! Kill the Baddies!,Pop Will Eat Itself,1992
1320,b318086,a3677,Stranger In Moscow,Michael Jackson,1995,Stranger in Moscow,Michael Jackson,1996
1324,b565497,a3694,Interlude,Morrissey And Siouxsie,1997,Interlude,Morrissey,1994
1336,b305368,a3698,The Boy Racer,Morrissey,1995,The Boy Racer,Morrissey,1995
1339,b619646,a3702,Broken Tonight,Armin van Buuren,0,Broken Tonight,Armin van Buuren-VanVelzen,2009
1341,b54660,a3705,Marilyn & John,Vanessa Paradis,1987,Marilyn & John,Vanessa Paradis,1988
1344,b81179,a3707,Big Yellow Taxi,Counting Crows / Vanessa Carlton,2002,Big Yellow Taxi,Counting Crows-Vanessa Carlton,2002
1345,b354688,a3721,Breathe Again,Toni Braxton,1993,Breathe Again,Toni Braxton,1993
1348,b649506,a3727,I Saw The Light,Todd Rundgren,1972,I Saw the Light,Todd Rundgren,1972
1354,b203296,a3740,Im Arsch,Jan Delay / Udo Lindenberg,2007,Im Arsch,Jan Delay-Udo Lindenberg,2007
1355,b509356,a3752,English Summer Rain,Placebo,2003,English Summer Rain,Placebo,2003
1357,b600010,a3753,The Bitter End,Placebo,2003,The Bitter End,Placebo,2003
1359,b807157,a3768,Meet Virginia,Train,1996,Meet Virginia,Train,1999
1362,b765166,a3769,Ramble On,Train,2001,Ramble On,Train,2001
1363,b115095,a3772,Calling All Angels,Train,2003,Calling All Angels,Train,2003
1366,b103643,a3773,Cab,Train,2006,Cab,Train,2005
1374,b435512,a3781,Freeek!,George Michael,2002,Freeek!,George Michael,2002
1376,b518720,a3783,Amazing,George Michael,2004,Amazing,George Michael,2004
1379,b547917,a3785,Round Here,George Michael,2004,Round Here,George Michael,2004
1380,b679354,a3786,An Easier Affair,George Michael,2006,An Easier Affair,George Michael,2006
1381,b107815,a3796,Axe of Men 2010,Pop Will Eat Itself,0,Axe of Men 2010,Pop Will Eat Itself,2010
1383,b120416,a3808,You Rock My World,Michael Jackson,2001,You Rock My World,Michael Jackson,2001
1390,b319079,a3818,Roy's Keen,Morrissey,1997,Roy's Keen,Morrissey,1997
1391,b737974,a3819,Satan Rejected My Soul,Morrissey,1997,Satan Rejected My Soul,Morrissey,1997
1392,b240795,a3820,I Love U,Tila Tequila,2007,I Love U,Tila Tequila,2007
1394,b57373,a3821,Stripper Friends,Tila Tequila,0,Stripper Friends,Tila Tequila,2007
1400,b396223,a3826,She's Not There,The Zombies,1964,She's Not There,The Zombies,1964
1405,b659832,a3843,Tandem,Vanessa Paradis,1990,Tandem,Vanessa Paradis,1990
1406,b635477,a3845,Be My Baby,Vanessa Paradis,1992,Be My Baby,Vanessa Paradis,1992
1409,b182531,a3846,Sunday Mondays,Vanessa Paradis,1992,Sunday Mondays,Vanessa Paradis,1992
1419,b354688,a3851,Breathe Again,Toni Braxton,1993,Breathe Again,Toni Braxton,1993
1421,b250055,a3854,You're Makin' Me High,Toni Braxton,1996,You're Making Me High,Toni Braxton,1996
1426,b553162,a3856,Dizzy,Tommy Roe,1969,Dizzy,Tommy Roe,1969
1439,b138022,a3873,We Vie,Stakka Bo / N\xc3\xa5id / Tityo / The Fleshquartet,2001,We Vie,Stakka Bo-Titiyo-Fleshquartet-Nåid,1996
1445,b565592,a3882,Anonymous,Bobby / Timbaland,2007,Anonymous,Bobby V.-Timbaland,2007
1448,b195362,a3883,The Way I Are,Timbaland / Keri Hilson / D.O.E. / Sebastian,2007,The Way I Are,Timbaland-Keri Hilson,2007
1451,b257828,a3884,Ayo Technology,50 Cent / Justin Timberlake / Timbaland,2007,Ayo Technology,50 Cent-Justin Timberlake-Timbaland,2007
1453,b536877,a3885,Scream,Timbaland / Keri Hilson / Nicole Scherzinger,2008,Scream,Timbaland-Keri Hilson-Nicole Scherzinger,2008
1470,b26787,a3905,If It's Love,Train,2009,If It's Love,Train,2010
1479,b728830,a3912,This Is Not Real Love,George Michael feat. Mutya,2006,This Is Not Real Love,George Michael,2006
1484,b70464,a3921,Crystal,New Order,2001,Crystal,New Order,2001
1487,b724016,a3924,One More Chance,Michael Jackson,2003,One More Chance,Michael Jackson,2003
1495,b820889,a3928,Let Me Kiss You,Morrissey,2004,Let Me Kiss You,Morrissey,2004
1496,b270705,a3931,Paralyze,Tila Tequila,0,Paralyze,Tila Tequila,2008
1498,b324450,a3946,Leave Me Be,The Zombies,1964,Leave Me Be,The Zombies,1964
1501,b458435,a3947,Tell Her No,The Zombies,0,Tell Her No,The Zombies,1965
1504,b135153,a3948,Whenever You're Ready,The Zombies,1965,Whenever You're Ready,The Zombies,1965
1505,b392253,a3949,She's Coming Home,The Zombies,1974,She's Coming Home,The Zombies,1965
1506,b284613,a3950,Indication,The Zombies,0,Indication,The Zombies,1966
1507,b262559,a4005,Commando,Vanessa Paradis,2000,Commando,Vanessa Paradis,2000
1508,b37790,a4011,Un-Break My Heart,Toni Braxton,1996,Un-Break My Heart,Toni Braxton,1996
1513,b436492,a4013,I Don't Want To,Toni Braxton,1996,I Don't Want To,Toni Braxton,1996
1515,b512691,a4015,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1520,b381193,a4016,Spanish Guitar,Toni Braxton,2000,Spanish Guitar,Toni Braxton,2000
1527,b431977,a4017,Girl Talk,TLC,2002,Girl Talk,TLC,2002
1528,b83452,a4024,Morning After Dark,Timbaland / Nelly Furtado / Soshy,0,Morning After Dark,Timbaland-Nelly Furtado-SoShy,2009
1530,b648992,a4025,If We Ever Meet Again,Timbaland / Katy Perry,2010,If We Ever Meet Again,Timbaland-Katy Perry,2010
1533,b23962,a4030,I'll Be Your Baby Tonight,Robert Palmer Featuring UB40,1990,I’ll Be Your Baby Tonight,Robert Palmer-UB40,1990
1534,b361753,a4035,Running Up That Hill,Placebo,2003,Running Up That Hill,Placebo,2006
1537,b131844,a4098,Just Out Of Reach,The Zombies,0,Just Out of Reach,The Zombies,1966
1541,b549553,a4102,Time of the Season,The Zombies,1968,Time of the Season,The Zombies,1989
1547,b512691,a4152,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1552,b749777,a4153,Hit The Freeway,Toni Braxton,2002,Hit the Freeway,Toni Braxton,2002
1568,b707780,a4165,One in Ten,808 State,1992,One in Ten,808 State-UB40,1992
1570,b487573,a4167,The Never-Ending Why,Placebo,2009,The Never-Ending Why,Placebo,2009
1573,b420866,a4168,Ashtray Heart,Placebo,2009,Ashtray Heart,Placebo,2009
1574,b395652,a4169,Bright Lights,Placebo,2009,Bright Lights,Placebo,2010
1576,b46621,a4180,That's How People Grow Up,Morrissey,2008,That's How People Grow Up,Morrissey,2008
1578,b88513,a4181,All You Need Is Me,Morrissey,2008,All You Need Is Me,Morrissey,2008
1579,b49893,a4193,Sweet Little Mystery,Wet Wet Wet,1987,Sweet Little Mystery,Wet Wet Wet,1988
1581,b595023,a4194,If I Let You Go,Westlife,1999,If I Let You Go,Westlife,1999
1582,b764267,a4205,Du hast mein Herz gebrochen,Yvonne Catterfeld,2004,Du hast mein Herz gebrochen,Yvonne Catterfeld,2004
1585,b551672,a4206,Glaub an mich,Yvonne Catterfeld,2005,Glaub an mich,Yvonne Catterfeld,2005
1588,b775934,a4207,Eine Welt ohne dich,Yvonne Catterfeld,2005,Eine Welt ohne Dich,Yvonne Catterfeld,2005
1589,b422816,a4214,Hometown Glory,Adele,2007,Hometown Glory,Adele,2007
1599,b320916,a4279,My Mind's Sedate,Shihad,1999,My Mind's Sedate,Shihad,1999
1602,b122591,a4291,Glamorous Glue,Morrissey,1992,Glamorous Glue,Morrissey,2011
1603,b377116,a4299,TiK ToK,Ke$ha,2009,TiK ToK,Ke$ha,2009
1607,b645750,a4309,Temptation,Wet Wet Wet,1987,Temptation,Wet Wet Wet,1988
1609,b415349,a4310,Put The Light On,Wet Wet Wet,1991,Put the Light On,Wet Wet Wet,1991
1610,b508,a4311,Love Is All Around,Wet Wet Wet,1994,Love Is All Around,Wet Wet Wet,1994
1615,b717787,a4315,Flying Without Wings,Westlife,1999,Flying Without Wings,Westlife,1999
1619,b194707,a4317,My Love,Westlife,2000,My Love,Westlife,2000
1622,b749629,a4318,Uptown Girl,Westlife,2001,Uptown Girl,Westlife,2001
1623,b699207,a4319,When You're Looking Like That,Westlife,2000,When You're Looking Like That,Westlife,2001
1625,b537890,a4323,Chasing Pavements,Adele,2008,Chasing Pavements,Adele,2008
1626,b41304,a4324,Cold Shoulder,Adele,2008,Cold Shoulder,Adele,2008
1628,b127991,a4355,Use Me,Aaron Neville,1995,Use Me,Aaron Neville,1996
1629,b248252,a4393,Come Back Darling,UB40,1998,Come Back Darling,UB40,1998
1630,b53541,a4395,The Train Is Coming,UB40,1998,The Train Is Coming,UB40,1998
1632,b778307,a4406,Stronger Than Me,Amy Winehouse,2003,Stronger Than Me,Amy Winehouse,2003
1639,b108997,a4437,Jumping Someone Else's Train,The Cure,1979,Jumping Someone Else’s Train,The Cure,1979
1640,b625939,a4438,A Forest,The Cure,1980,A Forest,The Cure,1980
1641,b501993,a4439,Primary,The Cure,1981,Primary,The Cure,1981
1646,b362922,a4441,Dirty Picture,Taio Cruz / Ke$ha / Scorcher,2010,Dirty Picture,Taio Cruz-Ke$ha,2010
1648,b527985,a4443,Your Love Is My Drug,Ke$ha,2010,Your Love Is My Drug,Ke$ha,2010
1649,b54573,a4446,Jealous Girls,Gossip,2004,Jealous Girls,Gossip,2007
1651,b741882,a4447,Yr Mangled Heart,Gossip,2006,Yr Mangled Heart,Gossip,2007
1655,b727171,a4463,Bop Bop Baby,Westlife,2001,Bop Bop Baby,Westlife,2002
1657,b481921,a4464,World Of Our Own,Westlife,2000,World of Our Own,Westlife,2002
1658,b246425,a4465,Hey Whatever,Westlife,2003,Hey Whatever,Westlife,2003
1659,b526650,a4467,Amazing,Westlife,2005,Amazing,Westlife,2006
1664,b794665,a4509,Light My Fire,UB40,2000,Light My Fire,UB40,2000
1665,b20984,a4534,I Told You So,Carrie Underwood,2007,I Told You So,Carrie Underwood-Randy Travis,2009
1667,b133034,a4536,Cowboy Casanova,Carrie Underwood,2009,Cowboy Casanova,Carrie Underwood,2009
1669,b467979,a4546,Rehab,Amy Winehouse,2006,Rehab,Amy Winehouse,2006
1675,b68827,a4547,A Woman's Worth,Alicia Keys,2001,A Woman's Worth,Alicia Keys,2002
1683,b354522,a4550,You Don't Know My Name,Alicia Keys,2003,You Don't Know My Name,Alicia Keys,2003
1685,b362009,a4551,If I Ain't Got You,Alicia Keys,2003,If I Ain’t Got You,Alicia Keys,2004
1692,b725193,a4600,Ooops,808 State,1991,Ooops,808 State-Björk,1991
1693,b456542,a4621,Charlotte Sometimes,The Cure,1981,Charlotte Sometimes,The Cure,1981
1697,b26868,a4636,More Than Love,Wet Wet Wet,1991,More Than Love,Wet Wet Wet,—
1698,b396949,a4637,Morning,Wet Wet Wet,1995,Morning,Wet Wet Wet,—
1699,b69250,a4638,Sweet Surrender,Wet Wet Wet,1989,Sweet Surrender,Wet Wet Wet,—
1700,b411350,a4639,When You Tell Me That You Love Me,Westlife with Diana Ross,2005,When You Tell Me That You Love Me,Westlife-Diana Ross,2006
1702,b531269,a4640,Home,Westlife,2003,Home,Westlife,2007
1707,b570163,a4642,Fool Again,Westlife,1999,Fool Again,Westlife,—
1710,b586210,a4680,Thanks For Saving My Life,Billy Paul,0,Thanks for Saving My Life,Billy Paul,1974
1716,b607466,a4683,I Will Get On,Annie,0,I Will Get On,Annie,2002
1722,b166534,a4686,Heartbeat,Annie,2006,Heartbeat,Annie,2005
1725,b164401,a4688,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
1736,b728219,a4707,You Know I'm No Good,Amy Winehouse,2006,You Know I'm No Good,Amy Winehouse,2006
1740,b131125,a4709,Tears Dry On Their Own,Amy Winehouse,2006,Tears Dry on Their Own,Amy Winehouse,2007
1745,b437313,a4710,Valerie,Mark Ronson featuring Amy Winehouse,2008,Valerie,Mark Ronson-Amy Winehouse,2007
1753,b155864,a4711,Love Is A Losing Game,Amy Winehouse,2006,Love Is a Losing Game,Amy Winehouse,2007
1761,b315562,a4713,Brick,Ben Folds,2002,Brick,Ben Folds Five,1994
1763,b776282,a4718,Karma,Alicia Keys,2003,Karma,Alicia Keys,2004
1769,b761031,a4719,My Boo,Usher & Alicia Keys,2004,My Boo,Usher-Alicia Keys,2004
1771,b359345,a4721,No One,Alicia Keys,2007,No One,Alicia Keys,2007
1774,b805335,a4722,Like You'll Never See Me Again,Alicia Keys,2007,Like You'll Never See Me Again,Alicia Keys,2008
1777,b398881,a4723,Teenage Love Affair,Alicia Keys,2007,Teenage Love Affair,Alicia Keys,2008
1783,b362049,a4766,The Golden Path,The Chemical Brothers Featuring The Flaming Lips,2003,The Golden Path,The Chemical Brothers-The Flaming Lips,2003
1786,b237989,a4769,The Walk,The Cure,1983,The Walk,The Cure,1983
1792,b797352,a4772,The Caterpillar,The Cure,1984,The Caterpillar,The Cure,1984
1793,b596179,a4776,What Makes A Man,Westlife,2000,What Makes a Man,Westlife,—
1801,b344360,a4824,Follow Me,Ercola feat. Annie,0,Follow Me,Ercola-Annie,2008
1808,b703360,a4827,Caribbean Queen (No More Love On The Run),Billy Ocean,1984,Caribbean Queen (No More Love on the Run),Billy Ocean,1984
1809,b255159,a4829,Love Is Forever,Billy Ocean,1986,Love Is Forever,Billy Ocean,1984
1811,b628207,a4832,On the Run (The Battle Is Over),Billy Ocean,0,On The Run (The Battle Is Over),Billy Ocean,1985
1815,b604233,a4850,Where's Summer B.?,Ben Folds Five,1995,Where's Summer B?,Ben Folds Five,1996
1818,b216035,a4852,Battle of Who Could Care Less,Ben Folds Five,1997,Battle of Who Could Care Less,Ben Folds Five,1997
